"","Blank 1","Frequency","Blank 2","Frequency"
"100","patient is not now and never has received adjuvant endocrine",1,"within 2 weeks prior to registration or plan for systemic therapy within the first 8 weeks after study registration                                                                                                                                                                                                                                                                         ",1
"102","patients who are receiving other cancer directed",1,"multi agent chemotherapy but responds to salvage therapy i . e . chemosensitive disease timeline 8 months prior to enrollment                                                                                                                                                                                                                                                            ",1
"103","patients must have completed at least 1 prior line of systemic",1,"ripe or equivalent for active tb patients with tb immune reconstitution syndrome iris requiring corticosteroids note patients who are receiving therapy beyond month one of initial therapy with no evidence of tb iris requiring corticosteroid therapy or those receiving treatment for latent tuberculosis inh or alternative may be eligible after discussion with the protocol p . i .                                                                                                                                                                                                                          ",1
"105","no more than 3 prior treatment regimens including primary",1,"no line limit but no more than 1 prior regimens in the platinum resistant setting no prior treatment targeting the atr / checkpoint kinase 1 chk1 pathway and no prior gemcitabine as single agent hormonal therapies immunotherapy and antiangiogenic therapies as single agents do not count as lines poly adenosine diphosphate adp ribose polymerases parp inhibitors count as a line of therapy unless given in the maintenance setting parp inhibitors given as maintenance after platinum therapy do not count as a line of therapy prior carboplatin / gemcitabine is allowed provided that there was no disease progression within 12 months after completion of the carboplatin / gemcitabine regimen subjects may begin protocol treatment at least 4 weeks or 5 half lives whichever is shorter after their last dose of chemotherapy or hormonal therapy assuming they are otherwise eligible                                                                                                                                                   ",1
"106","recent initiation of bone modifying",1,"for metastatic disease prior adjuvant or neoadjuvant chemotherapy does not count as a prior line of therapy as long as completion of the adjuvant or neoadjuvant therapy was more than 1 year prior to patient enrollment                                                                                                                                                                                                                                                    ",1
"108","concurrent anti cancer",1,"in the form of tamoxifen or an aromatase inhibitor alone or in combination with ovarian suppression note for patients with er and pr staining in less than 5 of cells hormonal therapy for at least 5 years is strongly recommended but not required hormonal therapy can be initiated prior to or during protocol therapy                                                                                                                                                                                                                   ",1
"109","be receiving any form of treatment for cancer with the exception of hormonal or biologic",1,"criteria patients must have documented progressive cancer following at least one but no more than two prior regimens of systemic therapy for lung cancer one of which must have been platinum based combination chemotherapy treatment with an immune therapy or targeted therapy for advanced disease will be considered a separate regimen and will count toward the prior regimens maintenance therapy will not be counted as a separate regimen adjuvant chemotherapy or chemotherapy administered as part of concurrent chemotherapy and radiation therapy for the treatment of lung cancer will not count as a prior regimen of systemic therapy as long as recurrence of patientï s lung cancer occurred more than 12 months after the last day of chemotherapy                                                                                                                                                                      ",1
"110","the adjuvant endocrine",1,"within 4 weeks prior to the start of therapy or 12 weeks if given to treat graft versus host disease gvhd with the exception of physiological replacement doses of cortisone acetate or equivalent                                                                                                                                                                                                                                                      ",1
"111","patients must not have received prior surgery radiation",1,"including but not limited to vaccines antibodies tyrosine kinase inhibitors or hormonal therapy for management of their epithelial ovarian fallopian tube or peritoneal primary cancer                                                                                                                                                                                                                                                               ",1
"112","no systemic",1,"e . g . chemotherapy radiation therapy biologic therapy immunotherapy hormonal therapy investigational therapy                                                                                                                                                                                                                                                                              ",1
"113","prior treatment with blinatumomab or cd directed car t cell",1,"or any other form of immunosuppressive therapy within 7 days prior to the first dose of study therapy the use of physiologic doses of corticosteroids may be approved after consultation with the study principal investigator pi                                                                                                                                                                                                                                                   ",1
"114","any number of prior lines of",1,"for this cancer before randomization                                                                                                                                                                                                                                                                                       ",1
"115","biopsy proven advanced stage follicular lymphoma that have failed at least two lines of",1,"e . g . chemotherapy or targeted therapy for other invasive cancer within 5 years before randomization for the purposes of this study hormonal therapy is not considered chemotherapy                                                                                                                                                                                                                                                                ",1
"116","at least 4 weeks from end of monoclonal antibody",1,"as determined by the treating physician is allowed the last dose of chemotherapy or radiation therapy must be at least 30 days prior to study registration concurrent hormonal therapy will be allowed                                                                                                                                                                                                                                                     ",1
"117","at least 2 weeks from end of targeted",1,"chemotherapy or combination regimens in the 180 days just prior to registration prior biologic therapy immunotherapy and hormonal therapy are allowed                                                                                                                                                                                                                                        ",1
"118","active systemic immunosuppressive",1,"for treatment of endometrial carcinoma all hormonal therapy must be discontinued at least 4 weeks prior to registration                                                                                                                                                                                                                                                                      ",1
"119","active tuberculosis tb patients who are undergoing first month of",1,"hormonal therapy chemotherapy surgery or other cancer therapy while on study                                                                                                                                                                                                                                                                          ",1
"121","no limit on prior lines of",1,"radiation therapy hormonal therapy other chemotherapy anti cancer surgery or other anti cancer therapy while on this protocol                                                                                                                                                                                                                                                                  ",1
"122","patients with hormone receptor positive breast cancer as defined above must plan to receive at least 5 years of adjuvant hormonal",1,"or lymphoma which has progressed after all food and drug administration fda approved therapy                                                                                                                                                                                                                                                                 ",1
"125","patients who have received any targeted",1,"for prostate cancer are eligible for this therapy                                                                                                                                                                                                                                                                          ",1
"127","diagnosis of immunodeficiency or receiving systemic steroid",1,"with topoisomerase i inhibitors is allowed                                                                                                                                                                                                                                                                                       ",1
"128","any antineoplastic",1,"chemotherapy hormonal therapy directed at the tumor immunotherapy or biologic therapy including investigational agents for their disease                                                                                                                                                                                                                                                                           ",1
"129","antineoplastic",1,"in the form of surgery any local / regional disease recurrence should be technically treatable with sbrt or hypofractionated radiation after induction systemic therapy .                                                                                                                                                                                                                                                         ",1
"130","prior adjuvant treatment with chemotherapy and / or endocrine",1,".                                                                                                                                                                                                                                                                          ",1
"131","patients must be registered prior to or on the same day as their first cycle of chemotherapy for their current disease and stage or disease setting patient must not have had any systemic",1,"non cytotoxic non immunotherapy based systemic therapy for nsclc in the first line setting . such designations would include but not be limited to treatments targeting egfr mutant positive or alk positive nsclc in the first line setting .                                                                                                                                                                                                                                                    ",1
"133","patients must not be planning to receive concomitant biologic",1,". patients with pleural effusions that have become too small for thoracentesis at the time of registration would be permitted on study indicating a significant response to first line systemic therapy .                                                                                                                                                                                                                                                 ",1
"135","patients must have histologically documented metastatic solid tumors which have progressed after one line of",1,"is excluded .                                                                                                                                                                                                                                                                                         ",1
"136","patients receiving denosumab or bisphosphonates for any cancer or undergoing androgen deprivation",1,"including radiation excluding rankl inhibitors and bisphosphonates in event patient recently received any other systemic anti cancer therapy patient must be off therapy at least 7 days prior to registration and any therapy induced toxicity must have recovered to = < grade 1 except alopecia and = < grade 2 neuropathy which are allowed any planned radiation therapy must be completed before enrollment onto s1609                                                                                                                                                                                                             ",1
"139","if primary disease in the thoracic cavity was previously treated with local",1,"the date should be calculated from the last administered dose of platinum therapy                                                                                                                                                                                                                                                                ",1
"140","patients must be registered within 35 days of administration of the last dose of first line / induction systemic",1,"hormonal therapies e . g . tamoxifen aromatase inhibitors will not count toward the prior regimen limit                                                                                                                                                                                                                                                                       ",1
"141","patients receiving targeted",1,"e . g . chemotherapy targeted therapy within 3 weeks prior to entering the study                                                                                                                                                                                                                                                                         ",1
"142","patients with malignant pleural effusions that do not resolve after first line systemic",1,"e . g . cediranib for platinum resistant recurrence note prior bevacizumab in initial therapy and / or platinum sensitive recurrent setting is allowed                                                                                                                                                                                                                                                           ",1
"143","prior bevacizumab",1,"directed at nf1 related tumor manifestations                                                                                                                                                                                                                                                                              ",1
"144","patients must not currently be receiving any other investigational agents or any other systemic anti cancer",1,"such as tipifarnib pirfenidone peg intron sorafenib imatinib or other targeted therapies are eligible for enrollment at least 4 weeks must have elapsed since receiving medical therapy directed at the plexiform neurofibromas pn and patients who received previous gist directed therapy must either demonstrate progression as defined by recist or be unable to tolerate their previous therapy patients who received prior medical therapy for their pn must have recovered from the acute toxic effects of all prior therapy to = < grade 1 before entering this study                                                                                                                                                                                              ",1
"145","recurrent platinum resistant ovarian cancer defined as progression within < 6 months from completion of platinum based",1,"chemotherapy hormonal therapy immunotherapy or biologic therapy directed at the tumor those patients with a plexiform neurofibroma requiring treatment will be eligible                                                                                                                                                                                                                                                                      ",1
"146","1 2 prior regimens including primary",1,"radiation therapy intravesical chemotherapy surgery or other therapy while on this protocol                                                                                                                                                                                                                                                                        ",1
"147","patients who have had systemic anticancer",1,"including act for 28 days prior to study administration of atezolizumab                                                                                                                                                                                                                                                                              ",1
"148","patients with prior treatment with bevacizumab or any other anti vascular",1,"for this disease                                                                                                                                                                                                                                                                                         ",1
"149","at least 4 weeks must have elapsed since receiving medical",1,"biologic hormonal therapy for cancer treatment                                                                                                                                                                                                                                                                                    ",1
"150","patients who have received previous investigational agents or biologic",1,"is allowed however this study excludes 1 patients whose relapse occurred on hma based therapy immediately prior to this study and 2 patients who experience disease progression see definition below while receiving hma based therapy within the last 12 weeks prior to treatment start on study disease progression is defined as either 1 patients with mds who have evidence of initial progression to aml defined by the presence of > = 20 blasts in peripheral blood or bone marrow while receiving hma based therapy within the last 12 weeks prior to treatment start on study or 2 patients with aml who have evidence of progressive disease according to european leukemia net eln 2017 criteria e . g . > = 50 increase in marrow blasts over baseline or > = 50 increase in peripheral blasts to > = 25000 / mcL > = 25 000 / ul in absence of differentiation syndrome while receiving hma based therapy within the last 12 weeks prior to treatment start on study note patients who relapse post transplant who received hma treatment prior to transplant are eligible for study                                                                                                 ",1
"153","no prior other anti cancer",1,"except lhrh agonist or antagonist immunotherapy radioisotope therapy or rt within 21 days prior to start of the study agents                                                                                                                                                                                                                                                                    ",1
"155","any concurrent chemotherapy immune",1,"with ssa is permitted a stable dose at least 2 months prior to study start and must continue on the stable dose while receiving study treatment ssa is not considered as systemic treatment                                                                                                                                                                                                                                                          ",1
"156","prior hypomethylating agent hma",1,"and must meet the following minimum duration from prior anti cancer directed therapy prior to enrollment if after the required timeframe the numerical eligibility criteria are met e . g . blood count criteria the patient is considered to have recovered adequately                                                                                                                                                                                                                                     ",1
"157","patients who have had chemotherapy hormonal",1,"e . g . radiolabeled antibody 131 iodine metaiodobenzylguanidine 131i mibg > = 42 days after systemically administered radiopharmaceutical therapy                                                                                                                                                                                                                                                                         ",1
"158","prior or concurrent",1,"chemotherapy immunotherapy biologic or targeted therapy or radiation therapy for the current colon cancer except for one cycle of mfolfox6                                                                                                                                                                                                                                                                       ",1
"159","patients must have fully recovered from the acute toxic effects of all prior anti cancer",1,"is not counted as a systemic chemotherapeutic regimen for management of recurrent persistent or metastatic carcinoma of the cervix adjuvant therapy includes cisplatin given concurrent with primary radiation therapy ccrt and adjuvant chemotherapy given following the completion of concurrent chemotherapy and radiation therapy e . g . paclitaxel and carboplatin for up to 4 cycles                                                                                                                                               ",1
"160","radiopharmaceutical",1,"and intrathecal chemotherapy                                                                                                                                                                                                                                                                ",1
"161","not currently receiving anticoagulation",1,"hormonal therapy other chemotherapy surgery or other anti cancer therapy except radiation therapy while receiving treatment on this protocol however patients receiving extended adjuvant endocrine therapy for an earlier er positive breast cancer treated with curative intent and without recurrence for at least 5 years may continue with their endocrine therapy                                                                                                                                                                                                                                 ",1
"162","no prior medical",1,"radiation therapy hormonal therapy chemotherapy surgery or other therapy while on this protocol palliative radiation therapy or surgery can be considered for symptomatic non target lesions after discussions with the study team                                                                                                                                                                                                                                                     ",1
"163","patients must have had one prior systemic chemotherapeutic regimen for management of recurrent persistent or metastatic carcinoma of the cervix e . g . paclitaxel / cisplatin paclitaxel / cisplatin / bevacizumab at least one which must have contained bevacizumab note patients are allowed to receive 1 2 prior regimens for management of recurrent persistent or metastatic carcinoma of the cervix patients who have received more than two prior systemic regimens for management of recurrent persistent or metastatic carcinoma of the cervix are not eligible note prior adjuvant",1,"started after prostatectomy and prior to step 1 registration for > = 6 weeks 42 days                                                                                                                                                                                                                                                                            ",1
"164","patients who are currently receiving or plan to receive other anti cancer agents except hydroxyurea which may be continued until 24 hours prior to start of protocol",1,"consisting of at least 1 of the following surgery radiation therapy intralesional therapy topical therapy or systemic therapy                                                                                                                                                                                                   ",1
"165","patients must not be planning to receive concomitantly other biologic",1,"prior therapy with checkpoint inhibitors and / or other immunotherapy is allowed                                                                                                                                                                                                                                                                        ",1
"166","patients must not be planning to receive other biologic",1,"only are not eligible                                                                                                                                                                                                                                                                                     ",1
"167","the use of anti convulsants is allowed as long as the patient is on a stable dose with no seizure activity for at least 2 weeks prior to initiating trial",1,"rt chemotherapy immunotherapy or therapy with a biologic agent including immunotoxins immunoconjugates antisense peptide receptor antagonists interferons interleukins tumor infiltrating lymphocytes lymphokine activated killer cells or gene therapy or hormonal therapy for their brain tumor corticosteroid therapy is allowed                                                                                                                                                                                                                                                ",1
"168","androgen deprivation",1,"or immunotherapy for 2 weeks or other investigational agents for 3 weeks 4 half lives for any oral targeted agents or radiotherapy to a non brain site for 2 weeks before initiation of ipdr therapy patients who have recovered from serious common terminology criteria for adverse events ctcae grade 3 or more higher to grade 1 or less adverse events from the previous therapies are eligible prior / current / future hormonal therapy and / or bisphosphonates are permitted with no minimum interval to initiation of study therapy if indicated patients can receive palliative radiation therapy to a non brain site concurrent or immediately post study treatment with no minimum interval to initiation of study therapy                                                                                                                                                               ",1
"169","patients with non melanoma skin cancers nmsc must have advanced or refractory tumors advanced / unresectable is defined by at least 1 of the following criteria tumors 2 cm or more tumors considered unresectable tumors invading deep tissues such as muscle cartilage or bone tumors showing perineural invasion and / or tumors metastatic to loco regional lymph nodes and / or distant sites refractory is defined by persistent or recurrent tumor despite prior",1,"for patient convenience systemic chemotherapy must begin within 72 hours of this intrathecal therapy                                                                                                                                                                                                                                                                 ",1
"170","previous treatment with talimogene laherparepvec or other herpes virus based",1,"note that no minimum dose of bendamustine is required patients who additionally received any maintenance anti cd 20 antibody based therapy or consolidative radioimmunotherapy within 2 years of the last dose of the bendamustine therapy are eligible involved field or involved site radiation is not considered a line of therapy patients who previously received anthracycline based therapy are excluded examples of eligible 1st line treatment regimens note this list is not all inclusive bendamustine rituximab x 4 cycles bendamustine bortezomib rituximab x 6 cycles followed by rituximab maintenance bendamustine obinutuzumab x 3 cycles                                                                                                                                     ",1
"171","patients must be undergoing breast conserving",1,"during the 3 months before the diagnosis of endometrioid adenocarcinoma of the uterine corpus is established estrogen therapy alone is allowed                                                                                                                                                                                                                                                                ",1
"172","patients treated with neoadjuvant hormonal",1,"while on protocol treatment                                                                                                                                                                                                                                                                            ",1
"173","patients must not have received prior radiation",1,"= < 4 weeks prior to registration radiation therapy = < 4 weeks prior to registration radiation to > = 25 of bone marrow investigational therapy or any ancillary therapy considered investigational utilized for a non food and drug administration fda approved indication and in the context of a research investigation = < 4 weeks prior to registration subjects with prostate cancer will be permitted to continue hormone therapy                                                                                                                                                                                       ",1
"174","patients who have received systemic cytotoxic chemotherapy or approved oral targeted",1,"or investigational therapy = < 28 days prior to registration                                                                                                                                                                                                                                                                                ",1
"175","single dose intrathecal cytarabine is allowed prior to registration or prior to initiation of systematic",1,"= < 28 days prior to registration radiation therapy = < 28 days prior to registration investigational therapy or any ancillary therapy considered investigational utilized for a non food and drug administration fda approved indication and in the context of a research investigation = < 28 days prior to registration prior poly adenosine diphosphate adp ribose polymerase parp inhibitor therapy                                                                                                                                                                                                ",1
"176","completion of remission induction",1,"systemic chemotherapy immunotherapy or investigational drug within 21 days prior to sub study registration patients must have recovered = < grade 1 from any side effects of prior therapy patients must not have received any radiation therapy within 14 days prior to sub study registration                                                                                                                                                                                                                                         ",1
"177","patients must have either failed to achieve a complete remission or must have relapsed within 2 years after completing first line bendamustine containing chemoimmunotherapy including an anti cd20 monoclonal antibody as measured from the last dose of bendamustine relapsed patients must not have received any intervening chemotherapy patients must have received at least 3 cycles of bendamustine as first line",1,"immunotherapy biological therapy hormonal therapy or other thiazolidinediones tzds = < 21 days before study registration                                                                                                                                                                                                                                                                         ",1
"178","patients who have received prior progestin or anti estrogen",1,"is not included as prior systemic chemotherapy unless treatment occurred within the 6 months prior to study enrollment there is no limit to the number of prior lines of treatment a patient has received no treatment with biologic therapy immunotherapy chemotherapy investigational agent for malignancy or radiation = < 28 days before study registration no treatment with nitrosourea or mitomycin = < 42 days before study registration patients should have resolution of any toxic effects of prior therapy except alopecia to national cancer institute nci common terminology criteria for adverse events ctcae version 4 . 0 grade 1 or less                                                                                                                                                                        ",1
"179","patients must not be planning to require any additional form of systemic anti tumor",1,"> = 28 days prior to registration targeted therapy > = 28 days prior to registration radiation therapy > = 28 days prior to registration radiation to < 25 of bone marrow                                                                                                                                                                                                                         ",1
"180","eligibility criteria to participate in group 1 of the pilot study of the aya hears instrument note participants in group 1 will not receive protocol directed",1,"immunotherapy chemotherapy investigational agent for malignancy or radiation = < 28 days before study registration no treatment with nitrosourea or mitomycin = < 42 days before study registration for gist tyrosine kinase inhibitor can be continued for up to 3 days prior to initiation of study treatment                                                                                                                                                                                                                                           ",1
"181","patients must have had no prior systemic",1,"chemotherapy investigational agent for malignancy or radiation = < 28 days before re registration no treatment with nitrosourea or mitomycin = < 42 days before re registration                                                                                                                                                                                                                                                    ",1
"182","any of the following prior therapies chemotherapy = < 4 weeks prior to registration mitomycin c / nitrosoureas = < 6 weeks prior to registration immunotherapy = < 4 weeks prior to registration biologic",1,"and hormonal therapy at least 14 days prior to registration                                                                                                                                                                                                                                                                             ",1
"183","received treatment with radiation",1,"= < 28 days before study registration                                                                                                                                                                                                                                                                                   ",1
"184","any of the following prior therapies chemotherapy = < 28 days prior to registration mitomycin c / nitrosoureas = < 42 days prior to registration immunotherapy = < 28 days prior to registration biologic",1,"at least 14 days prior to registration any surgical procedure must have been performed at least 14 days prior to registration and radiation therapy must be completed at least 7 days prior to registration patients must have recovered from major side effects of prior therapies or procedures in the opinion of the local site investigator prior to registration                                                                                                                                                                                                                               ",1
"185","no other chemotherapy or radiation",1,"including chemotherapy biologic / targeted therapy and immunotherapy for treatment of endometrial cancer all therapy must be discontinued at least 4 weeks prior to registration any investigational agent must be discontinued at least 30 days prior to registration                                                                                                                                                                                                                                                   ",1
"186","no investigational",1,"or hormonal therapy within 14 days prior to registration patients must not have had chemotherapy targeted small molecule therapy or radiation therapy within 28 days 42 days for nitrosoureas or mitomycin c prior to registration patients must not have had an investigational agent or monoclonal antibodies except anti pd1 / l1 antibodies within 28 days prior to registration patients must have recovered from all adverse events due to prior anti cancer therapy residual toxicity = < grade 1 prior to registration with the exception of patients with = < grade 2 neuropath or = < grade 2 alopecia if patients received major surgery they must have recovered adequately from toxicity and / or complications from the intervention prior to registration                                                                                                                                                               ",1
"188","no treatment with chemotherapy radiation",1,"patients must have completed therapy at least 21 days prior to registration patients must have completed any radioimmunotherapy at least 84 days prior to registration patients must have recovered from all treatment related toxicities from these therapies prior to registration                                                                                                                                                                                                                                                 ",1
"190","any number of the following prior therapies is allowed chemotherapy > = 28 days prior to registration mitomycin c / nitrosoureas > = 42 days prior to registration immunotherapy > = 28 days prior to registration biologic",1,"failing to do all of the above will make the patient not eligible for calgb 30610                                                                                                                                                                     ",1
"192","no treatment with immunotherapy = < 21 days before re registration no treatment with biologic",1,"if administered at least 6 weeks and no more than 6 months and 2 weeks prior to enrollment and must be in complete remission consolidation therapy is defined as any chemotherapy or biological therapy used for a patient who has completed at least four courses of primary chemotherapy and had documented complete remission prior to initiation of such chemotherapy chemo or biological therapy                                                                                                                                                                                                                      ",1
"194","patients must have completed any prior radiation",1,"and / or systemic chemotherapy such therapy must have been completed at least 6 months prior to study entry and the patient has clear evidence of disease subsequent to such therapy patients must not have received neoadjuvant chemotherapy for the present recurrent disease                                                                                                                                                                                                                                             ",1
"195","no treatment with biological",1,"will be included as prior therapy note prior hormonal therapy e . g . leuprolide aromatase inhibitors tamoxifen and immunotherapy will be allowed and not included as a prior chemotherapy if the chemotherapy regimen is altered during the course due to issues with tolerability or safety the regimen will be counted as one using the same regimen at recurrence is counted as one regimen the addition of bevacizumab to a prior regimen is considered one regimen                                                                                                                                                                                               ",1
"196","no treatment with radiation",1,"age < 40 with prior and subtotal resection or biopsy i . e . anything less than gross total resection documented growth following prior surgery note patients with prior surgery cannot have received prior radiation chemotherapy or targeted therapy intractable seizures                                                                                                                                                                                                                        ",1
"197","patients must have completed systemic",1,"cr cri or ï morphologic disease free stateï                                                                                                                                                                                                                                       ",1
"198","patients may have received prior",1,"is allowed patients should only have had a biopsy of the primary tumor without an attempt at complete or partial resection patients will still be eligible if unplanned excision was attempted or accomplished as long as adequate imaging was obtained prior to surgery                                                                                                                                                                                                                                              ",1
"199","patients must not have had surgery biologic",1,"given as prophylaxis within 30 days is allowed                                                                                                                                                                                                          ",1
"200","for all forms of systemic",1,"risk group provided they meet all the criteria above for that risk group note in the lymph node positive groups at least one metastasis > = 2 . 0 mm must be present patients with micrometastases as the only nodal involvement pn1mi are eligible and will be categorized as node negative                ",1
"201","patients must not have had prior radiation",1,"eligibility for bct is determined at completion of therapy repeat mammogram / mcLtrasound us will be required at completion of neoadjuvant chemotherapy to determine eligibility for bct                                                                                                                                                                                                        ",1
"202","patients may have received one and only one cycle of chemotherapy prior to enrolling on cancer and leukemia group b calgb 30610 which must have included carboplatin or cisplatin and etoposide if a patient has had one cycle of cisplatin or carboplatin / etoposide prior to registration the patient must have had all of the prior to registration tests prior to starting their first cycle of chemotherapy additionally these patients also must have met all of the eligibility criteria prior to receiving the first cycle of chemotherapy registration to calgb 30610 must take place within 7 21 days after the start of the non protocol",1,"first episode of progressive disease during aggressive multi drug frontline therapy primary resistant / refractory disease less than partial response by inrc detected at the conclusion of at least 4 cycles of aggressive multidrug induction chemotherapy on or according to a high risk neuroblastoma protocol examples include a3973 anbl0532 anbl09p1 etc .                                                                                                                                                                                          ",1
"203","patients must have completed all primary chemotherapy and consolidation",1,"should have resolved                                                                                                                                                                                                                                                                            ",1
"204","patients may have received prior hormone",1,"prior to the start of neoadjuvant chemotherapy                                                                                                                                                                                                                                                                               ",1
"205","more than 2 prior chemotherapy regimens for the current malignancy full dose chemotherapy used in conjunction with concurrent radiation",1,"or other cancer therapies e . g . tyrosine kinase inhibitors are eligible if the other agents present a prevalence of toxicity similar to chemotherapy these therapies can be used in combination with chemotherapy as a single agent or in combination with each other chemotherapy will be defined as cytotoxic drugs in addition agents e . g . monoclonal antibodies and targeted agents that have a prevalence of grade 3 5 toxicity in older patients similar to chemotherapy > = 50 will be allowed a list of allowable agents single and in combination meeting this toxicity criteria will be available on the university of rochester cancer center urcc ncorp research base website as part of the study materials given the rapidly changing landscape of new drugs for cancer the study team led by the principal investigator pi will update the list accordingly after reviewing the toxicity profile of new therapies if the potentially eligible participant is to receive an approved drug or regimen not on the list contacting the urcc ncorp research base study team is required for approval prior to participant enrollment patients who are receiving approved cancer treatment in combination with radiation are eligible a patient may also be enrolled on a treatment trial and participate in this study if all other inclusion and exclusion criteria are met               ",1
"206","patients with codeleted low grade gliomas must also be considered ï high riskï by exhibiting one or more of the following characteristics age > = 40 and any surgical",1,"including chemotherapy used for radiation sensitization for treatment of endometrial carcinoma                                                                                                                                                                                                                                                                          ",1
"207","patients must be > = 28 days from the start of induction or re induction chemotherapy or from the start of consolidation cycle 1 if received and < 90 days following recovery from most recent treatment and they must have achieved and maintained a response to induction",1,"note kaposi sarcoma limited to the skin is not exclusionary unless requiring systemic chemotherapy                                                                                                                                                                                                                                                                             ",1
"209","participants who received any lymphoma directed chemotherapy or radiotherapy with the exception of a single dose of intrathecal chemotherapy given at the time of the diagnostic lumbar puncture spinal tap patients who received chemotherapy or radiotherapy for kaposiï s sarcoma > = 2 years prior to study enrollment are allowed as long as the prior treatment did not include doxorubicin in its non liposomal form prior exposure to liposomal doxorubicin is allowed prior exposure to intrathecal",1,"i . e . this protocol is intended as the initial treatment of first relapse                                                                                                                                                                                                                                             ",1
"210","patients must be high risk by belonging to one of the following risk groups completion of adjuvant chemotherapy and pathologically negative lymph nodes and a tumor measuring > = 2 cm in greatest diameter and an oncotype dx recurrence score > = 25 completed as standard of care or a mammaprint assay completed as standard of care in the high risk category patients with micrometastases as the only nodal involvement pn1mi are eligible and will be categorized as node negative completion of adjuvant chemotherapy and pathologically 1 3 positive lymph nodes and either an oncotype dx recurrence score > = 25 mammaprint assay in the high risk category completed as standard of care or tumor tissue with pathological grade iii following local practice if oncotype dx is done then rs must be > = 25 similarly if the mammaprint assay is performed it has to be high risk if the test is not done but the patient has grade iii disease then the patient is eligible and oncotype dx or mammaprint does not need to be performed completion of adjuvant chemotherapy and pathologically 4 or more positive lymph nodes completion of neoadjuvant chemotherapy and 1 or more positive nodes pathologically determined after chemotherapy note patients who receive both the neoadjuvant and adjuvant chemotherapy may be registered in the neoadjuvant",1,"that potentially causes bone marrow suppression that would preclude safe treatment of hsil                                                                                                                                                                                                                                                                            ",1
"211","eligible for bct based on clinical examination mammography and if standard practice at a given institution mcLtrasound and / or tomogram women who cannot be appropriately selected for bct based on these standard imaging studies and for whom additional imaging is recommended to clarify local disease extent will not be eligible for this trial for patients who have neoadjuvant",1,"on aall1231 with the exception of steroid pretreatment prednisone or methylprednisolone for = < 120 hours 5 days in the 7 days prior to initiating induction chemotherapy or for = < 336 hours 14 days in the 28 days prior to initiating induction chemotherapy prior exposure to any steroids that occurred > = 28 days before the initiation of protocol therapy does not affect eligibility the dose of prednisone or methylprednisolone does not affect eligibility intrathecal cytarabine the cns status must be determined based on a sample obtained prior to administration of any systemic or intrathecal chemotherapy except for steroid pretreatment system chemotherapy must begin with 72 hours of this it therapy or 600 cgy of chest irradiation if medically necessary pre treatment with dexamethasone in the 28 days prior to initiation of protocol therapy is not allowed with the exception of a single dose of dexamethasone use during sedation to prevent or treat airway edema inhalation steroids and topical steroids are not considered pretreatment                                                                                           ",1
"212","for the purposes of this study aggressive multidrug chemotherapy is defined as chemotherapy including 2 or more agents that must include an alkylating agent and a platinum containing compound patients must have one of the following first episode of recurrent disease following completion of aggressive multi drug frontline",1,"can in some cases consist of 2 different cisplatin based treatment combinations provided there is no disease progression between these two regimens for example a patient could have received 2 cycles of bleomycin etoposide and cisplatin bep followed by 2 cycles of cisplatin ifosfamide and etoposide vip if the switch from bep to vip was made due to pulmonary toxicity rather than disease progression this would be considered 1 line of prior therapy in addition if a patient received 4 cycles of bep and then underwent post chemotherapy resection of residual tumor with findings of residual viable non teratomatous gct and subsequently received 2 additional cycles of adjuvant chemotherapy etoposide cisplatin ep or an alternate regimen such as vip in the absence of disease progression this would also be considered 1 regimen however if any change in therapy is prompted by tumor progression including rising tumor markers this is considered to represent 2 lines of prior treatment prior treatment with carboplatin as adjuvant therapy is allowed provided patients meet other eligibility criteria e . g . the patient has also received 3 4 cycles of cisplatin based chemotherapy prior treatment with 1 2 cycles of bep or ep as adjuvant chemotherapy for early stage gct is allowed provided the patient also received 3 4 cycles of bep or ep again at relapse patients treated with 3 4 cycles of vip at relapse following 1 2 cycles of bep / ep are not eligible as this would be considered more than 1 line of prior therapy    ",1
"214","if adjuvant chemotherapy was administered chemotherapy related toxicity that may interfere with delivery of radiation",1,"regimen note patients who received preoperative therapy as part of a clinical trial may enroll note patients that were not able to complete their planned neoadjuvant chemotherapy for any reason i . e . toxicities etc . are eligible to participate as long as no further systemic standard of care therapy is planned by the treating physician                                                                                                                                                                                                              ",1
"215","no more than 8 weeks of neoadjuvant endocrine",1,"including lumpectomy or partial mastectomy                                                                                                                                               ",1
"216","evidence of an optic glioma malignant glioma malignant peripheral nerve sheath tumor or other cancer requiring treatment with chemotherapy or radiation",1,"that potentially causes bone marrow suppression that would preclude safe treatment of hsil note kaposiï s sarcoma limited to the skin is not exclusionary unless requiring systemic chemotherapy                                                                                                                                                                                                                                                             ",1
"217","plan to start a new cancer treatment regimen within 4 weeks from time of baseline registration the treatment regimen is up to the discretion of the treating oncology physician the regimen must include a chemotherapy drug or other agents that have similar prevalence of toxicity patients who will receive monoclonal antibody",1,"other than allowed in above criteria are excluded                                                                                                                                                                                                                                                                        ",1
"218","patients must not have received prior chemotherapy or targeted",1,"has been discontinued patients who have received prior radiotherapy to any portion of the abdominal cavity or pelvis or thoracic cavity within the last three years are excluded prior radiation for localized cancer of the head and neck or skin is permitted provided that it was completed more than three years prior to registration and the patient remains free of recurrent or metastatic disease                                                                                                                                                         ",1
