"","Blank 1","Frequency","Blank 2","Frequency"
"153","",NA,"= < 1 . 5 mg / dl x uln uln or calculated calc . creatinine clearance > = 30 ml / min                                                                                                                                                                                                                                                                                                                                                                  ",1
"154","",NA,"= < 1 . 5 x upper limit of normal uln or calculated calc . creatinine clearance > = 45 ml / min using the lean body mass formula only                                                                                                                                                                                                                                                                                                                                                           ",1
"156","",NA,"= < 1 . 5 mcLn or calc . creatinine clearance > = 45 ml / min using lean body mass formula only                                                                                                                                                                                                                                                                                                                                                                ",1
"157","",NA,"or = < 1 . 5 mg / dl x upper limit of normal uln or calculated calc . creatinine clearance > = 45 ml / min                                                                                                                                                                                                                                                                                                                                                              ",1
"158","",NA,"= < 1 . 5 x upper limit of normal uln or calculated calc . creatinine clearance > = 30 ml / min                                                                                                                                                                                                                                                                                                                                                                  ",1
"159","",NA,"clearance > = 45 ml / min                                                                                                                                                                                                                                                                                                                                                                               ",1
"160","",NA,"clearance > = 50 ml / min by cockcroft gault                                                                                                                                                                                                                                                                                                                                                                            ",1
"161","",NA,"> = 1 are eligible if they have a calculated gfr gfr of > = 60 ml / min i . e . class i or class ii chronic kidney disease using the modification of diet in renal disease mdrd formula note daily creatinine and mdrd formula are only for the 1st induction cycle                                                                                                                                                                                                                                                                                                                               ",1
"162","",NA,"clearance or estimated radioisotope gfr gfr > = 70 ml / min / 1 . 73 m 2 or                                                                                                                                                                                                                                                                                                                                                                      ",1
"163","",NA,"within normal limits for the laboratory or creatinine clearance > = 60 ml / min / 1 . 73 m 2 estimated gfr egfr for patients with creatinine levels above the mcLn for the laboratory                                                                                                                                                                                                                                                                                                                                                      ",1
"164","",NA,"clearance > = 50 ml / min by either measured using the cockcroft gault modification of diet in renal disease mdrd or chronic kidney disease epidemiology ckd epi formula or calculated clearance i . e . gfr gfr                                                                                                                                                                                                                                                                                                                                                   ",1
"165","",NA,"clearance estimated gfr gfr > = 30 ml / min / 1 . 73 m 2 cockcroft gault                                                                                                                                                                                                                                                                                                                                                                       ",1
"166","",NA,"clearance of > = 50 ml / min 0 . 84 ml / s by the cockcroft gault equation                                                                                                                                                                                                                                                                                                                                                                     ",1
"168","",NA,"clearance > = 60 ml / min / 1 . 73 m 2 for patients with creatinine levels above mcLn as calculated by cockcroft gault                                                                                                                                                                                                                                                                                                                                                                ",1
"169","",NA,"calculated creatinine clearance by the method of cockcroft and gault < 50ml / min                                                                                                                                                                                                                                                                                                                                                                          ",1
"170","",NA,"clearance > = 60 ml / min by the cockcroft gault equation                                                                                                                                                                                                                                                                                                                                                                             ",1
"171","",NA,"= < 1 . 5 mg / dl if blood creatinine is > = 1 . 5 mg / dl calculate creatinine clearance using standard cockcroft and gault method or using a 24 hour urine collection for creatinine creatinine clearance must be > = 50 ml / min within 2 weeks of the first dose of study treatment                                                                                                                                                                                                                                                                                                                              ",1
"172","",NA,"= < 1 . 5 x mcLn or creatinine clearance > = 40 ml / min / 1 . 73 m 2 calculated using the chronic kidney disease epidemiology collaboration ckd epi equation or cockroft gault formula for patients with creatinine levels above institutional normal                                                                                                                                                                                                                                                                                                                                            ",1
"173","",NA,"= < 1 . 5 mg / dl or creatinine clearance > = 55 ml / min using the cockcroft gault equation for patients with creatinine levels above 1 . 5 mg / dl                                                                                                                                                                                                                                                                                                                                                       ",1
"174","",NA,"= < 1 . 5 x upper normal institutional limits unl or creatinine clearance > = 40 ml / min based either on cockcroft gault estimate or based on urine collection 12 or 24 hour                                                                                                                                                                                                                                                                                                                                                      ",1
"175","",NA,"within normal institutional limits or creatinine clearance > = 60 ml / min using the modified cockcroft gault formula                                                                                                                                                                                                                                                                                                                                                                      ",1
"176","",NA,"< 1 x institutional upper limit of normal or creatinine clearance > = 50 ml / min determined by cockcroft gault formula                                                                                                                                                                                                                                                                                                                                                                   ",1
"177","",NA,"clearance of > = 50 ml / min using cockcroft gault equation equation or 24 hour urine sampling                                                                                                                                                                                                                                                                                                                                                                      ",1
"178","",NA,"clearance > = 60 ml / min / 1 . 73 m 2 using cockcroft gault creatinine clearance crcl                                                                                                                                                                                                                                                                                                                                                                 ",1
"179","",NA,"clearance > = 51 ml / min / 1 . 73 m 2 by cockcroft gault                                                                                                                                                                                                                                                                                                                                                                         ",1
"180","",NA,"clearance cl > = 40 ml / min or calculated creatinine clearance cl > = 40 ml / min as determined by cockcroft gault using actual body weight                                                                                                                                                                                                                                                                                                                                                            ",1
"182","",NA,"clearance > = 45 ml / min by cockcroft gault equation                                                                                                                                                                                                                                                                                                                                                                             ",1
"183","",NA,"> = 1 . 5 times mcLn concurrent with creatinine clearance < 50 ml / min measured or calculated by cockcroft and gault equation ï confirmation of creatinine clearance is only required when creatinine is > = 1 . 5 times mcLn                                                                                                                                                                                                                                                                                                                                              ",1
"184","",NA,"clearance or radioisotope gfr gfr > = 60 ml / min / 1 . 73 m 2 or a normal serum creatinine based on age described in the table below age = < 5 years maximum serum creatinine 0 . 8 mg / dl age 5 < age = < 10 years maximum serum creatinine 1 . 0 mg / dl age 10 < age = < 15 years maximum serum creatinine 1 . 2 mg / dl age > = 15 years maximum serum creatinine 1 . 5 mg / dl                                                                                                                                                                                                                                                                                             ",1
"185","",NA,"clearance or radioisotope gfr gfr > = 70 ml / min / 1 . 73 m 2 or a serum creatinine based on age / gender as follows age 11 to < 13 years old 1 . 2 male female maximum serum creatinine mg / dl age 13 to < 16 years old 1 . 5 male 1 . 4 female maximum serum creatinine mg / dl age > = 16 years old 1 . 7 male 1 . 4 female maximum serum creatinine mg / dl                                                                                                                                                                                                                                                                                                  ",1
"186","",NA,"clearance or radioisotope gfr gfr > = 70 ml / min / 1 . 73 m 2 or a serum creatinine based on age / gender as follows 2 to < 6 years of age male and female 0 . 8 maximum serum creatinine mg / dl 6 to < 10 years of age male and female 1 maximum serum creatinine mg / dl 10 to < 13 years of age male and female 1 . 2 maximum serum creatinine mg / dl 13 to < 16 years of age male 1 . 5 maximum serum creatinine mg / dl female 1 . 4 maximum serum creatinine mg / dl > = 16 years of age male 1 . 7 maximum serum creatinine mg / dl female 1 . 4 maximum serum creatinine mg / dl                                                                                                                                                                                                                                                 ",1
"187","",NA,"based on age / gender as follows 1 to < 2 years maximum serum creatinine 0 . 6 mg / dl both male and female 2 to < 6 years maximum serum creatinine 0 . 8 mg / dl both male and female 6 to < 10 years maximum serum creatinine 1 mg / dl both male and female 10 to < 13 years maximum serum creatinine 1 . 2 mg / dl both male and female 13 to < 16 years maximum serum creatinine 1 . 5 mg / dl male 1 . 4 mg / dl female > = 16 years maximum serum creatinine 1 . 7 mg / dl male 1 . 4 mg / dl female                                                                                                                                                                                                                                                               ",1
"188","",NA,"within normal limits based on age / gender as follows 1 to < 2 years maximum serum creatinine 0 . 6 mg / dl both male and female 2 to < 6 years maximum serum creatinine 0 . 8 mg / dl both male and female 6 to < 10 years maximum serum creatinine 1 mg / dl both male and female 10 to < 13 years maximum serum creatinine 1 . 2 mg / dl both male and female 13 to < 16 years maximum serum creatinine 1 . 5 mg / dl male 1 . 4 mg / dl female > = 16 years maximum serum creatinine 1 . 7 mg / dl male 1 . 4 mg / dl female                                                                                                                                                                                                                                                             ",1
"189","",NA,"clearance or radioisotope gfr gfr within 7 days prior to enrollment > = 70 ml / min / 1 . 73 m 2 or a serum creatinine based on age / gender as follows age 1 to < 2 years maximum serum creatinine mg / dl male 0 . 6 female 0 . 6 age 2 to < 6 years maximum serum creatinine mg / dl male 0 . 8 female 0 . 8 age 6 to < 10 years maximum serum creatinine mg / dl male 1 female 1 age 10 to < 13 years maximum serum creatinine mg / dl male 1 . 2 female 1 . 2 age 13 to < 16 years maximum serum creatinine mg / dl male 1 . 5 female 1 . 4 age > = 16 years maximum serum creatinine mg / dl male 1 . 7 female 1 . 4                                                                                                                                                                                                                                    ",1
"190","",NA,"clearance or radioisotope gfr gfr > = 70ml / min / 1 . 73 m 2 or a serum creatinine based on age / gender as follows age 1 to < 2 years maximum serum creatinine mg / dl male 0 . 6 female 0 . 6 age 2 to < 6 years maximum serum creatinine mg / dl male 0 . 8 female 0 . 8 age 6 to < 10 years maximum serum creatinine mg / dl male 1 female 1 age 10 to < 13 years maximum serum creatinine mg / dl male 1 . 2 female 1 . 2 age 13 to < 16 years maximum serum creatinine mg / dl male 1 . 5 female 1 . 4 age > = 16 years maximum serum creatinine mg / dl male 1 . 7 female 1 . 4                                                                                                                                                                                                                                      ",1
