"","Blank 1","Frequency","Blank 2","Frequency"
"17","",NA,"or breastfeeding fcbp must have a negative urine or serum pregnancy test within 72 hours prior to randomization all fcbp must be willing to comply with an acceptable birth control regimen to prevent pregnancy while receiving treatment and for 3 months after treatment is discontinued as determined by the investigator post menopausal women must be amenorrheic for at least 12 months to be considered of non childbearing potential note a woman of childbearing potential is one who is biologically capable of becoming pregnant this includes women who are using contraceptives or whose sexual partners are either sterile or using contraceptives                                                                                                                                                                                                                                                                                                                         ",1
"18","",NA,"and non lactating patients of child bearing potential must have a negative pregnancy test within 7 days prior to registration perimenopausal patients must be amenorrheic > = 12 months to be considered not of child bearing potential                                                                                                                                                                                                                                                                                                                                                                                           ",1
"19","",NA,"female patients are not eligible for this study                                                                                                                                                                                                                                                                                                                                                                                                                         ",1
"20","",NA,"women will be excluded from this study female patients who are lactating must agree to stop breastfeeding or will otherwise be excluded from this study fcbp must have a negative pregnancy test to be eligible for this study                                                                                                                                                                                                                                                                                                                                                                 ",1
"21","",NA,"or breast feeding female patients of childbearing potential must have a negative serum or urine pregnancy test                                                                                                                                                                                                                                                                                                                                                                                                        ",1
"22","",NA,"or breast feeding confirmation that the subject is not pregnant must be established by a negative serum beta b hcg b hcg or urine pregnancy test result obtained during screening pregnancy testing is not required for post menopausal or surgically sterilized women                                                                                                                                                                                                                                                                                                                                                                                   ",1
"23","",NA,"women are excluded as the effects of 18f flt on the fetus are not known and there is the potential for teratogenic or abortifacent effects within 48 hours prior to a pet scan a pregnancy test will be obtained in all female participants of child bearing potential to confirm non pregnant status because there is an unknown but potential risk of adverse effects in nursing infants breastfeeding should be discontinued before the mother receives 18f flt                                                                                                                                                                                                                                                                                                                                                ",1
"24","",NA,"or breast feeding female subjects of childbearing potential must have a negative serum or urine pregnancy test pregnancy test must be repeated within 72 hours prior to the start of therapy                                                                                                                                                                                                                                                                                                                                                                                          ",1
"25","",NA,"are not eligible pregnancy tests must be obtained in girls who are post menarchal                                                                                                                                                                                                                                                                                                                                                                                                               ",1
"26","",NA,"while the patient receives trametinib the potential hazard to the fetus should be explained to the patient and partner as applicable                                                                                                                                                                                                                                                                                                                                                                                   ",1
"27","",NA,"pregnancy test is required for female patients of childbearing potential                                                                                                                                                                                                                                                                                                                                                                                                                    ",1
"28","",NA,"a negative pregnancy test is required for female patients of childbearing potential                                                                                                                                                                                                                                                                                                                                                                                                                  ",1
"29","",NA,"at screening fcbp are defined as premenopausal females capable of becoming pregnant ie females who have had any evidence of menses in the past 12 months with the exception of those who had prior hysterectomy however women who have been amenorrheic for 12 or more months are still considered to be of childbearing potential if the amenorrhea is possibly due to prior chemotherapy antiestrogens low body weight ovarian suppression or other reasons                                                                                                                                                                                                                                                                                                                                                 ",1
"30","",NA,"are excluded patients should not be pregnant or plan to become pregnant while on treatment a pregnancy test prior to enrollment is required for female patients of childbearing potential                                                                                                                                                                                                                                                                                                                                                                                                ",1
"31","",NA,"while participating in this research study or for 90 days following therapy male patients should not father a child while in this research study or for 90 days following therapy                                                                                                                                                                                                                                                                                                                          ",1
"32","",NA,"are not eligible note a pregnancy test is required for female patients of childbearing potential prior to study entry                                                                                                                                                                                                                                                                                                                                                                                                          ",1
"33","",NA,"are not eligible fcbp require a negative pregnancy test prior to starting study drug                                                                                                                                                                                                                                                                                                                                                                                                               ",1
"34","",NA,"while receiving ino women should not breast feed during treatment with ino and for at least 2 months after the final dose female patients of childbearing potential are not eligible unless a negative pregnancy test result has been obtained within 7 days of starting protocol therapy female patients who are sexually active and of reproductive potential are not eligible unless they agree to use an effective contraceptive method for the duration of their study participation and for 8 months after the last dose of ino men with female partners of childbearing potential should use effective contraception during treatment with ino and for at least 5 months after the last dose of ino lactating females are not eligible unless they agree not to breastfeed their infants                                                                                                                                                                                                                                                                                             ",1
"35","",NA,"a pregnancy test is required for female patients of childbearing potential lactating females who plan to breastfeed their infants sexually active patients of reproductive potential who have not agreed to use an effective contraceptive method for the duration of their study participation                                                                                                                                                                                                                                                                                                                                                                               ",1
"36","",NA,"and not nursing for fcbp only a negative serum pregnancy test done = < 7 days prior to registration is required                                                                                                                                                                                                                                                                                                                                                                                                           ",1
"37","",NA,"and not nursing fcbp only a negative pregnancy test done = < 7 days prior to registration is required                                                                                                                                                                                                                                                                                                                                                                                                             ",1
"38","",NA,"or nursing fcbp must have a negative serum pregnancy test performed within 7 days prior to the start of study therapy note pregnant women are excluded from this study breastfeeding should be discontinued if the mother is treated with azd1775 / belinostat                                                                                                                                                                                                                                                                                                                                                                                       ",1
"39","",NA,"and not nursing therefore for fcbp only a negative pregnancy test done = < 7 days prior to re registration is required                                                                                                                                                                                                                                                                                                                                                                                                          ",1
"40","",NA,"and not nursing for fcbp only a negative urine or serum pregnancy test done = < 14 days prior to registration and confirmation they are not nursing is required                                                                                                                                                                                                                                                                                                                                                                                                   ",1
"41","",NA,"and not nursing for fcbp only a negative urine or serum pregnancy test done = < 8 days prior to registration is required                                                                                                                                                                                                                                                                                                                                                                                                         ",1
"42","",NA,"and non nursing women and men of reproductive potential should agree to use an effective means of birth control                                                                                                                                                                                                                                                                                                                                                                                                             ",1
"43","",NA,"or nursing note peri menopausal women must be amenorrheic for > = 12 months to be considered not of childbearing potential                                                                                                                                                                                                                                                                                                                                                                                                        ",1
"44","",NA,"or nursing patients                                                                                                                                                                                                                                                                                                                                                                                                                              ",1
"45","",NA,"or nursing female patients are excluded from this study                                                                                                                                                                                                                                                                                                                                                                                                                        ",1
"46","",NA,"or suspect she is pregnant while she or her partner is participating in this study she should inform her treating physician immediately the potential hazard to the fetus should be explained to the patient and partner as applicable                                                                                                                                                                                                                                                                                                                                           ",1
"47","",NA,"or nursing women of reproductive potential must have agreed to use an effective contraceptive method a woman is considered to be of reproductive potential if she has had menses at any time in the preceding 12 consecutive months in addition to routine contraceptive methods effective contraception also includes heterosexual celibacy and surgery intended to prevent pregnancy or with a side effect of pregnancy prevention defined as a hysterectomy bilateral oophorectomy or bilateral tubal ligation however if at any point a previously celibate patient chooses to become heterosexually active during the time period for use of contraceptive measures outlined in the protocol he / she is responsible for beginning contraceptive measures                                                                                                                                                                                                                                                                                                               ",1
"48","",NA,"or nursing women / men of reproductive potential must have agreed to use an effective contraceptive method during the study period a woman is considered to be of reproductive potential if she has had menses at any time in the preceding 12 consecutive months in addition to routine contraceptive methods effective contraception also includes heterosexual celibacy and surgery intended to prevent pregnancy or with a side effect of pregnancy prevention defined as a hysterectomy bilateral oophorectomy or bilateral tubal ligation however if at any point a previously celibate patient chooses to become heterosexually active during the time period for use of contraceptive measures outlined in the protocol he / she is responsible for beginning contraceptive measures                                                                                                                                                                                                                                                                                                         ",1
"49","",NA,"or nursing women / men of reproductive potential must have agreed to use an effective non hormonal contraceptive method a woman is considered to be of reproductive potential if she has had menses at any time in the preceding 12 consecutive months in addition to routine contraceptive methods effective contraception also includes heterosexual celibacy and surgery intended to prevent pregnancy or with a side effect of pregnancy prevention defined as a hysterectomy bilateral oophorectomy or bilateral tubal ligation corresponding procedures for men include castration vasectomy and barrier contraceptive devices however if at any point a previously celibate patient chooses to become heterosexually active during the protocol therapy he / she is responsible for beginning contraceptive measures                                                                                                                                                                                                                                                                                                         ",1
"50","",NA,"or nursing women / men of reproductive potential must have agreed to use an effective contraceptive method a woman is considered to be of reproductive potential if she has had menses at any time in the preceding 12 consecutive months in addition to routine contraceptive methods effective contraception also includes heterosexual celibacy and surgery intended to prevent pregnancy or with a side effect of pregnancy prevention defined as a hysterectomy bilateral oophorectomy or bilateral tubal ligation hormonal contraception is not allowed however if at any point a previously celibate patient chooses to become heterosexually active during the time period for use of contraceptive measures outlined in the protocol he / she is responsible for beginning contraceptive measures                                                                                                                                                                                                                                                                                                        ",1
"51","",NA,"or nursing women / men of reproductive potential must agree to use an effective contraceptive method during and for 6 months after completing protocol treatment a negative pregnancy test either serum or urine is required within 7 days prior to registration a woman is considered to be of reproductive potential if she has had menses at any time in the preceding 12 consecutive months in addition to routine contraceptive methods effective contraception also includes heterosexual celibacy and surgery intended to prevent pregnancy or with a side effect of pregnancy prevention defined as a hysterectomy bilateral oophorectomy or bilateral tubal ligation however if at any point a previously celibate patient chooses to become heterosexually active during the time period for use of contraceptive measures outlined in the protocol he / she is responsible for beginning contraceptive measures                                                                                                                                                                                                                                                                                     ",1
"52","",NA,"or nursing women / men of reproductive potential must have agreed to use an effective contraceptive method a woman is considered to be of reproductive potential if she has had menses at any time in the preceding 12 consecutive months in addition to routine contraceptive methods effective contraception also includes heterosexual celibacy and surgery intended to prevent pregnancy or with a side effect of pregnancy prevention defined as a hysterectomy bilateral oophorectomy or bilateral tubal ligation however if at any point a previously celibate patient chooses to become heterosexually active during the time period for use of contraceptive measures outlined in the protocol he / she is responsible for beginning contraceptive measures hormonal contraception is not allowed                                                                                                                                                                                                                                                                                                        ",1
"53","",NA,"or nursing women / men of reproductive potential must have agreed to use an effective contraceptive method for up to 3 months after the final administered dose of chemotherapy a woman is considered to be of reproductive potential if she has had menses at any time in the preceding 12 consecutive months in addition to routine contraceptive methods effective contraception also includes heterosexual celibacy and surgery intended to prevent pregnancy or with a side effect of pregnancy prevention defined as a hysterectomy bilateral oophorectomy or bilateral tubal ligation however if at any point a previously celibate patient chooses to become heterosexually active during the time period for use of contraceptive measures he / she is responsible for beginning contraceptive measures                                                                                                                                                                                                                                                                                                     ",1
"54","",NA,"or nursing men and women of reproductive potential must have agreed to use an effective contraceptive method a woman is considered to be of reproductive potential if she has had menses at any time in the preceding 12 consecutive months in addition to routine contraceptive methods effective contraception also includes heterosexual celibacy and surgery intended to prevent pregnancy or with a side effect of pregnancy prevention defined as a hysterectomy bilateral oophorectomy or bilateral tubal ligation however if at any point a previously celibate patient chooses to become heterosexually active during the time period for use of contraceptive measures outlined in the protocol he / she is responsible for beginning contraceptive measures                                                                                                                                                                                                                                                                                                             ",1
"55","",NA,"or nursing women / men of reproductive potential must have agreed to use an effective contraceptive method hormonal or barrier method of birth control abstinence prior to study entry during the study participation and for 4 months after the last dose of the drug a woman is considered to be of reproductive potential if she has had menses at any time in the preceding 12 consecutive months in addition to routine contraceptive methods effective contraception also includes heterosexual celibacy and surgery intended to prevent pregnancy or with a side effect of pregnancy prevention defined as a hysterectomy bilateral oophorectomy or bilateral tubal ligation however if at any point a previously celibate patient chooses to become heterosexually active during the time period for use of contraceptive measures outlined in the protocol he / she is responsible for beginning contraceptive measures                                                                                                                                                                                                                                                                              ",1
"56","",NA,"or suspect she is pregnant while she or her partner is participating in this study she should inform her treating physician immediately a woman is considered to be of reproductive potential if she has had menses at any time in the preceding 12 consecutive months in addition to routine contraceptive methods effective contraception also includes heterosexual celibacy and surgery intended to prevent pregnancy or with a side effect of pregnancy prevention defined as a hysterectomy bilateral oophorectomy or bilateral tubal ligation however if at any point a previously celibate patient chooses to become heterosexually active during the time period for use of contraceptive measures outlined in the protocol he / she is responsible for beginning contraceptive measures patients must not be pregnant or nursing                                                                                                                                                                                                                                                  ",1
"57","",NA,"or suspect she is pregnant while she or her partner is participating in this study she should inform her treating physician immediately a woman is considered to be of reproductive potential if she has had menses at any time in the preceding 12 consecutive months in addition to routine contraceptive methods effective contraception also includes heterosexual celibacy and surgery intended to prevent pregnancy or with a side effect of pregnancy prevention defined as a hysterectomy bilateral oophorectomy bilateral tubal ligation or vasectomy however if at any point a previously celibate patient chooses to become heterosexually active during the time period for use of contraceptive measures outlined in the protocol he / she is responsible for beginning contraceptive measures patients must not be pregnant or nursing                                                                                                                                                                                                                                                 ",1
"58","",NA,"or nursing women of reproductive potential must have a negative serum pregnancy test within 7 days prior to registration women / men of reproductive potential must have agreed to use an effective contraceptive method while on study and for 120 days after last study treatment a woman is considered to be of reproductive potential if she has had menses at any time in the preceding 12 consecutive months in addition to routine contraceptive methods effective contraception also includes heterosexual celibacy and surgery intended to prevent pregnancy or with a side effect of pregnancy prevention defined as a hysterectomy bilateral oophorectomy or bilateral tubal ligation however if at any point a previously celibate patient chooses to become heterosexually active during the time period for use of contraceptive measures outlined in the protocol he / she is responsible for beginning contraceptive measures                                                                                                                                                                                                                                                                                 ",1
"59","",NA,"or nursing females of reproductive potential must have negative serum pregnancy test within 2 days prior to registration and agree to use an effective contraceptive method throughout the study and for 5 months after completion of protocol treatment a woman is considered to be of reproductive potential if she has had menses at any time in the preceding 12 consecutive months in addition to routine contraceptive methods effective contraception also includes heterosexual celibacy and surgery intended to prevent pregnancy or with a side effect of pregnancy prevention defined as a hysterectomy bilateral oophorectomy or bilateral tubal ligation if at any point a previously celibate patient chooses to become heterosexually active during or within 5 months after protocol treatment she is responsible for beginning effective contraceptive measures                                                                                                                                                                                                                                                                                               ",1
"60","",NA,"women are excluded from this research the male partner should use a condom females of child bearing potential must be willing to utilize one of the more effective birth control methods during the study unless female has had a hysterectomy or tubal ligation                                                                                                                                                                                                                                                                                                                                                                                     ",1
"61","",NA,"or suspect she is pregnant while the subject is participating in this study she should inform her treating physician immediately the participant will then be removed from protocol therapy participants who father a child while participating in the study will be permitted to continue with the protocol the participant however is required to notify the investigator if he fathers a child                                                                                                                                                                                                                                                                                                                       ",1
"62","",NA,"or suspect she is pregnant while she is participating in this study she should inform her treating physician immediately sexually active subjects must agree to use medically accepted barrier methods of contraception e . g . male or female condom during the course of the study and for 4 months after the last dose of study drug s even if oral contraceptives are also used all subjects of reproductive potential must agree to use both a barrier method and a second method of birth control during the course of the study and for 4 months after the last dose of study drug s                                                                                                                                                                                                                                                                                                ",1
"63","",NA,"women are excluded from this trial nursing women are also excluded fcbp must agree to either abstain from sexual intercourse or use two forms of acceptable birth control including one barrier method for 4 weeks prior to study entry for the duration of study participation and for 3 months after completion of study men must use a latex condom every time they have sexual intercourse during therapy and for 3 months after study completion even if they have had a successful vasectomy should a woman become pregnant or suspect she is pregnant while she or her partner is participating in this study she or her partner should inform the treating physician immediately                                                                                                                                                                                                                                                                                                                 ",1
"64","",NA,"or not using effective birth control men should be advised to abstain while in the study and for 3 months after the last dose of azd1775 female partners who are of child bearing potential of men participating in clinical studies of azd1775 will also be required to use effective contraceptive measures while their partner is on study drug and for 3 months thereafter male patients will be advised to arrange for the freezing of sperm samples prior to the start of the study should they wish to father children while on azd1775 or during the 3 months after stopping azd1775                                                                                                                                                                                                                                  ",1
"65","",NA,"or breast feeding women of child bearing potential must agree to use adequate contraception hormonal or barrier method of birth control abstinence not having sex oral contraceptives intrauterine device iud depo provera tubal ligation or vasectomy of the partner with confirmed negative sperm counts in a monogamous relationship same partner an acceptable although less reliable method involves the careful use of condoms and spermicidal foam or gel and / or cervical cap or sponge prior to study entry and for the duration of study participation should a woman become pregnant or suspect she is pregnant while participating in this study she should inform her study physician immediately women who are currently breast feeding are not eligible for this study                                                                                                                                                                                                                                                                                                          ",1
"66","",NA,"partner must be willing to use a condom during sexual activity throughout protocol therapy and for 3 months after the last dose of protocol specified therapy                                                                                                                                                                                                                                                                                                                                                            ",1
"67","",NA,"or might be pregnant must agree to use condoms for the duration of the study and for 4 months following completion of therapy                                                                                                                                                                                                                                   ",1
"68","",NA,"or suspect she is pregnant while she or her partner is participating in this study she should inform her treating physician immediately abstinence is only acceptable when this is in line with the preferred and usual lifestyle of the patient                                                                                                                                                                                                                                                                            ",1
"69","",NA,"during study participation all fcbp must agree to either commit to continued abstinence from heterosexual intercourse or to use a reliable birth control method during heterosexual intercourse oral contraceptive pills intrauterine device nexplanon depoprovera or bilateral tubal ligation etc . or another acceptable method as determined by the investigator during the entire period of the trial 5 years or more and must not intend to become pregnant during study participation and for 3 months after treatment is discontinued if the participant is enrolled in the treatment arm female participants if engaging in heterosexual intercourse must be willing to comply with an acceptable birth control regimen as determined by the investigator                                                                                                                                                                                                                                                                                       ",1
"71","",NA,"or suspect she is pregnant while participating in this study she should inform her treating physician immediately men treated or enrolled on this protocol must also agree to use highly effective barrier contraception prior to the study for the duration of study participation and through 120 days after the last dose of study drug                                                                                                                                                                                                                                                                                                ",1
"74","",NA,"women nursing women fcbp who are unwilling to employ adequate contraception note should a woman become pregnant or suspect she is pregnant while she or her partner is participating in this study she should inform her treating physician immediately women of child bearing potential and men must agree to use adequate contraception using one of the methods listed below prior to study entry for the duration of study participation and up to 90 days following completion of therapy total abstinence from sexual intercourse minimum one complete menstrual cycle prior to study drug administration vasectomized male subject or vasectomized partner of female subjects hormonal contraceptives oral parenteral transdermal or vaginal ring for at least 3 months prior to study drug administration if the subject is currently using a hormonal contraceptive she should also use a barrier method during this study and for 1 month after study completion intrauterine device iud double barrier method male condom plus diaphragm or vaginal cap with spermicide contraceptive sponge jellies or creams additionally male subjects including those who are vasectomized whose partners are pregnant or might be pregnant must agree to use condoms for the duration of the study and for 90 days following completion of therapy                                                                                                                                                                                                                    ",1
"75","",NA,"or breastfeed while on this study women of child bearing potential must agree to use 1 highly effective method of contraception and 1 additional effective barrier method at the same time from the time of signing the informed consent through 90 days or longer as mandated by local labeling e . g . united surgical partners international uspi summary of product characteristics smpc etc after the last dose of study drug or agree to practice true abstinence should a woman become pregnant or suspect she is pregnant while she or her partner is participating in this study she should inform her treating physician immediately male patients even if surgically sterilized i . e . status post vasectomy who agree to practice highly effective barrier contraception during the entire study treatment period and through 120 days after the last dose of study drug or agree to completely abstain from heterosexual intercourse                                                                                                                                                                                                                                         ",1
"77","",NA,"non breast feeding women may be enrolled if they are willing to use 2 methods of birth control or are considered highly unlikely to conceive highly unlikely to conceive is defined as 1 surgically sterilized or 2 postmenopausal a woman who is > = 45 years of age and has not had menses for greater than 2 years will be considered postmenopausal or 3 not heterosexually active for the duration of the study the two birth control methods can be barrier method or a barrier method plus a hormonal method to prevent pregnancy patients should start using birth control from study visit 1 throughout the study period up to 120 days after the last dose of study therapy the following are considered adequate barrier methods of contraception diaphragm condom by the partner copper intrauterine device sponge or spermicide appropriate hormonal contraceptives will include any registered and marketed contraceptive agent that contains an estrogen and / or a progestational agent including oral subcutaneous intrauterine or intramuscular agents patients should continue contraceptive measures for 6 months from the last dose of all study medications                                                                                                                                                                                                                                        ",1
"78","",NA,"or suspect she is pregnant while participating in this study she should inform her treating physician immediately fcbp are required to have a negative serum pregnancy test with a sensitivity of at least 25 miu / ml within 7 days prior to the first dose of gdc 0449 serum or urine a pregnancy test serum or urine will be administered every 4 weeks if their menstrual cycles are regular or every 2 weeks if their cycles are irregular while on study within the 24 hour period prior to the administration of gdc 0449 a positive urine test must be confirmed by a serum pregnancy test prior to dispensing gdc 0449 the investigator must confirm and document the patient s use of two contraceptive methods dates of negative pregnancy test and confirm the patient s understanding of gdc 0449 cause serious or life threatening birth defects patients must continue highly effective contraception during therapy and for 24 months after the last dose of gdc 0449 fcbp are defined as follows patients with regular menses patients with amenorrhea irregular cycles or using a contraceptive method that precludes withdrawal bleeding women who have had a tubal ligation women are considered not to be of childbearing potential for the following reasons the patient has undergone hysterectomy and / or bilateral oophorectomy the patient is post menopausal defined by amenorrhea for at least 12 months in a woman > = 45 years old male patients should use condoms with spermicide even after a vasectomy during sexual intercourse with female partners while being treated with gdc 0449 and for 3 months after the last dose to avoid exposing an embryo or fetus to gdc 0449                                                                                       ",1
"82","",NA,"while taking any mtor inhibitor including mln0128 tak 228 female patients must be postmenopausal for at least 1 year before the screening visit or be surgically sterile or if they are of childbearing potential agree to practice 1 highly effective method of contraception and 1 additional effective barrier method at the same time from the time of signing the informed consent through 90 days or longer as mandated by local labeling e . g . united states product insert uspi summary of product characteristics smpc etc . after the last dose of study drug or agree to practice true abstinence when this is in line with the preferred and usual lifestyle of the patient note periodic abstinence e . g . calendar ovulation symptothermal postovulation methods withdrawal spermicides only and lactational amenorrhea are not acceptable methods of contraception female and male condoms should not be used together male patients even if surgically sterilized i . e . status postvasectomy must agree to practice highly effective barrier contraception during the entire study treatment period and through 120 days after the last dose of study drug or agree to practice true abstinence when this is in line with the preferred and usual lifestyle of the patient note periodic abstinence e . g . calendar ovulation symptothermal postovulation methods for the female partner withdrawal spermicides only and lactational amenorrhea are not acceptable methods of contraception female and male condoms should not be used together and agree not to donate sperm during the course of this study or within 120 days after receiving their last dose of study drug                                                                                                                                                 ",1
"83","",NA,"or suspect she is pregnant while she or her partner is participating in this study she should inform her treating physician immediately men treated or enrolled on this protocol must also agree to use adequate contraception prior to the study for the duration of study participation and 4 months after completion of trc102 pemetrexed and cisplatin administration non childbearing potential is defined as by other than medical reasons > = 45 years of age and has not had menses for > = 2 years amenorrheic for < 2 years without hysterectomy and oophorectomy and a follicle stimulating hormone value in the postmenopausal range upon pretrial screening evaluation or post hysterectomy oophorectomy or tubal ligation documented hysterectomy or oophorectomy must be confirmed with medical records of the actual procedure or confirmed by mcLtrasound tubal ligation must be confirmed with medical records of the actual procedure otherwise the patient must be willing to use 2 adequate barrier methods throughout the study starting with the screening visit though 4 months after the last dose of study drugs                                                                                                                                                                                                       ",1
"84","",NA,"or suspect she is pregnant while she or her partner is participating in this study she should inform her treating physician immediately any woman who becomes pregnant while receiving mln0128 tak 228 will be removed from the trial men treated or enrolled on this protocol must also agree to use highly effective barrier contraception prior to the study for the duration of study participation and 120 days after completion of mln0128 tak 228 administration men must agree not to donate sperm during the course of this study or within 120 days after receiving their last dose of study drug                                                                                                                                                                                                                                                                       ",1
"85","",NA,"patient must agree to use two forms of birth control if they are of child bearing potential                                                                                                                                                                                                                                                                                                                                                                                                             ",1
"86","",NA,"or suspect she is pregnant while she or her partner is participating in this study she should inform her treating physician immediately men treated or enrolled on this protocol must also agree to use highly effective barrier contraception prior to the study for the duration of study participation and 4 months after completion of mln0128 tak 228 administration                                                                                                                                                                                                                                                                                          ",1
"88","",NA,"or might be pregnant must agree to use condoms for the duration of the study and for 6 months following completion of therapy                                                                                                                                                                                                                                                      ",1
"89","",NA,"or might be pregnant must agree to use condoms for the duration of the study and 6 months following completion of therapy                                                                                                                                                                                                                                                  ",1
"90","",NA,"or suspect she is pregnant while she or her partner is participating in this study she should inform her treating physician immediately men treated or enrolled on this protocol must also agree to use two highly effective forms of contraception in combination prior to the study for the duration of study participation and for at least 5 months 150 days after completion of atezolizumab and / or olaparib administration women of child bearing potential negative serum pregnancy test within 28 days of study treatment and confirmed prior to treatment on day 1postmenopausal or evidence of non childbearing status for fcbp postmenopausal is defined as amenorrheic for 1 year or more following cessation of exogenous hormonal treatments luteinizing hormone lh and follicle stimulating hormone fsh levels in the post menopausal range for women under 50 radiation induced oophorectomy with last menses > = 1 year ago chemotherapy induced menopause with > = 1 year interval since last menses surgical sterilization bilateral oophorectomy or hysterectomy                                                                                                                                                                                                              ",1
"91","",NA,"or breastfeeding or male or female patients of reproductive potential who are not willing to employ effective birth control from screening to 90 days after the last dose of durvalumab monotherapy or 180 days after the last dose of durvalumab tremelimumab combination therapy whichever is later                                                                                                                                                                                                                                                                                                                                                                               ",1
"93","",NA,"or suspect she is pregnant while she or her partner is participating in this study she should inform her treating physician immediately men must agree not to donate sperm during the course of this study or within 120 days after receiving their last dose of study drug                                                                                                                                                                                                                                                                                                              ",1
"94","",NA,"breastfeeding or plan to become pregnant sexually active patients and their partners must be willing to use adequate contraception hormonal or barrier method of birth control abstinence prior to study entry during the study participation and for four months after the last dose of t vec                                                                                                                                                                                                                                                                                                                                                                                ",1
"95","",NA,"or suspect she is pregnant while she or her partner is participating in this study the patient should inform the treating physician immediately                                                                                                                                                                                                                                                                                                                                         ",1
"96","",NA,"or breast feeding or planning to become pregnant during study treatment and through 7 months after the last dose of treatment female subject of childbearing potential who is unwilling to use acceptable method s of effective contraception during study treatment and through 7 months after the last dose of treatment sexually active subjects and their partners unwilling to use male or female latex condom to avoid potential viral transmission during sexual contact while on treatment and within 30 days after treatment with talimogene laherparepvec                                                                                                                                                                                                                                                                                                                                          ",1
"97","",NA,"or breast feeding or planning to become pregnant during study treatment and through 4 months after the last dose of talimogene laherparepvec female subject of childbearing potential who is unwilling to use acceptable method s of effective contraception during study treatment and through 4 months after the last dose of talimogene laherparepvec sexually active subjects and their partners unwilling to use male or female latex condom to avoid potential viral transmission during sexual contact while on treatment and within 30 days after treatment with talimogene laherparepvec                                                                                                                                                                                                                                                                                                                              ",1
"98","",NA,"or suspect she is pregnant while participating in this study she should inform her treating physician immediately male patients must agree not to donate sperm from the first dose of study drug until 90 days after the last dose of study drug male patients without a vasectomy and with a partner of childbearing potential must agree to use condoms during the study and for at least 90 days after the last dose of study drug the patient should be instructed that their female partner should use another form of contraception for the duration of the study and continue this use for at least 90 days after the last dose of study drug                                                                                                                                                                                                   ",1
"99","",NA,"or breast feeding women will not be entered on this study pregnancy tests must be obtained in girls who are post menarchal women of child bearing potential and their partners should agree to use two 2 highly effective forms of contraception throughout study participation and for at least one 1 month after the last dose of olaparib male study participants should avoid fathering a child or donating sperm during the study and for three 3 months after the last dose of olaparib                                                                                                                                                                                                                                                                                                                                               ",1
"100","",NA,"or suspect she is pregnant while she is participating in this study she should inform her treating physician immediately                                                                                                                                                                                                                                                                ",1
"101","",NA,"women will not be entered on this study pregnancy tests must be obtained in female patients who are post menarchal lactating females may not participate unless they have agreed not to breastfeed their infants males or females of reproductive potential may not participate unless they have agreed to use an effective contraceptive method for the duration of the study treatment                                                                                                                                                                                                                                                                                                                                                                     ",1
"104","",NA,"or breast feeding women will not be entered on this study                                                                                                                                                                                                                                                                                                                                                                                      ",1
"108","",NA,"or nursing because of the potentially harmful effects of these agents on a developing fetus women / men of reproductive potential must have agreed to use an effective contraceptive method                                                                                                                                                                                                                                                                                                                                                                                               ",1
"110","",NA,"or breast feeding females are excluded pregnancy tests must be obtained prior to enrollment for all fcbp as per institutional standards at national institutes of health nih subjects 9 years and older or those showing pubertal development males or females of reproductive potential may not participate unless they have agreed to use an effective contraceptive method abstinence is an acceptable method of birth control                                                                                                                                                                                                                                                                                                                                                                 ",1
"112","",NA,"or breast feeding women will not be entered on this study pregnancy tests must be obtained in girls who are post menarchal males or females of reproductive potential may not participate unless they have agreed to use an effective contraceptive method                                                                                                                                                                                                                                                                                                                                                                                        ",1
"116","",NA,"or breast feeding women will not be entered on this study pregnancy tests must be obtained in girls who are post menarchal males or females of reproductive potential may not participate unless they have agreed to use an effective contraceptive use two effective methods of birth control including a medically accepted barrier method of contraceptive method e . g . male or female condom for the entire period in which they are receiving protocol therapy abstinence is an acceptable method of birth control                                                                                                                                                                                                                                                                                                                                              ",1
"117","",NA,"or breast feeding women will not be entered on this study pregnancy tests must be obtained in girls who are post menarchal males or females of reproductive potential may not participate unless they have agreed to use a highly effective method of contraception during protocol therapy and for at least 3 months after the last dose of ramucirumab a highly effective method of contraception is defined as one that results in a low failure rate that is < 1 per year when used consistently and correctly barrier methods used alone are not highly effective methods of contraception for female patients if a barrier method is used a hormonal method must be used with it to ensure that pregnancy does not occur abstinence is an acceptable method of birth control those who become pregnant while on treatment with ramucirumab must discontinue immediately and consult their treating physician                                                                                                                                                                                                                                                                               ",1
"118","",NA,"or breast feeding women will not be entered on this study pregnancy tests must be obtained in girls who are post menarchal males or females of reproductive potential may not participate unless they have agreed to use an effective contraceptive method both during and for 3 months after participation in this study abstinence is an acceptable method of contraception                                                                                                                                                                                                                                                                                                                                                                      ",1
"119","",NA,"or breast feeding women will not be entered on this study pregnancy tests must be obtained in girls who are post menarchal males or females of reproductive potential may not participate unless they have agreed to use an effective contraceptive method both during and for 3 months after participation in this study abstinence is an acceptable method of contraception those who become pregnant while on treatment with entinostat must discontinue immediately and consult their treating physician                                                                                                                                                                                                                                                                                                                                                     ",1
